song,attached_pic,album,artist,avg_frame_rate,bit_rate,bits_per_raw_sample,channel_layout,channels,chroma_location,codec_long_name,codec_name,codec_tag,codec_tag_string,codec_time_base,codec_type,coded_height,coded_width,color_primaries,color_range,color_space,color_transfer,display_aspect_ratio,duration,duration_ts,field_order,filename,format_long_name,format_name,has_b_frames,height,index,level,nb_streams,pix_fmt,probe_score,profile,r_frame_rate,refs,sample_aspect_ratio,sample_fmt,sample_rate,size,start_time,time_base,width,lyricist,composer,lyric,arranger,release_date,distributor,lyric_len
夜的第七章,1,依然范特西,周杰伦,0/0,321932,8.0,stereo,2,center,Motion JPEG,mjpeg,0x0000,[0][0][0][0],0/1,video,340.0,340.0,unknown,pc,bt470bg,unknown,1:1,228.6992,20582928,unknown,Jay Chou\依然范特西\1001.夜的第七章.mp3,MP2/3 (MPEG audio layer 2/3),mp3,0.0,340.0,1,-99.0,2,yuvj420p,51,unknown,90000/1,1.0,1:1,s16p,48000,9203202,0.0,1/90000,340.0,黄俊郎,周杰伦,"作词：黄俊郎

作曲：周杰伦

女声：潘儿(Room19)

1983年小巷 12月晴朗 夜的第七章

打字机继续推向 接近事实的那下一行

石楠烟斗的雾 飘向枯萎的树 沉默的对我哭诉

贝克街旁的圆形广场 盔甲骑士臂上

鸢尾花的徽章 微亮

无人马车声响 深夜的拜访

邪恶在维多利亚的月光下 血色的开场

消失的手枪 焦黑的手杖 融化的蜡像

谁不在场 珠宝箱上 符号的假象

矛盾通往 他堆砌的死巷 证据被完美埋葬

那嘲弄苏格兰警场 的嘴角上扬

如果邪恶 是华丽残酷的乐章 (那么正义 是深沉无奈的惆怅)

它的终场 我会 亲手写上 (那我就点亮 在灰烬中的微光)

晨曦的光 风干最后一行忧伤 (那么雨滴 会清洗黑暗的高墙)

黑色的墨 染上安详 (散场灯关上 红色的布幕下降)

事实只能穿向 没有脚印的土壤

突兀的细微花香 刻意显眼的服装

每个人为不同的理由戴着面具说谎

动机也只有一种名字那叫做欲望

越过人性的沼泽 谁真的可以不被弄脏

我们可以 遗忘 原谅 但必须知道真相

被移动过的铁床 那最后一块图终于拼上

我听见脚步声 预料的软皮鞋跟

他推开门晚风晃了煤油灯 一阵

打字机停在凶手的名称 我转身

西敏寺的夜空 开始沸腾

在胸口绽放 艳丽的死亡

我品尝这最后一口甜美的真相

微笑回想正义只是安静的伸张

提琴在泰晤士

如果邪恶 是华丽残酷的乐章

(脚步声 预料的软皮鞋跟

他推开门晚风晃了煤油灯 一阵)

它的终场 我会 亲手写上

(打字机停在凶手的名称 我转身

西敏寺的夜空 开始沸腾)

黑色的墨 染上安详

如果邪恶 是华丽残酷的乐章 它的终场 我会 亲手写上

晨曦的光 风干最后一行忧伤 黑色的墨 染上安详",,2006-09-05,杰威尔音乐,738
听妈妈的话,1,依然范特西,周杰伦,0/0,321661,8.0,stereo,2,center,Motion JPEG,mjpeg,0x0000,[0][0][0][0],0/1,video,340.0,340.0,unknown,pc,bt470bg,unknown,1:1,265.6352,23907168,unknown,Jay Chou\依然范特西\1002.听妈妈的话.mp3,MP2/3 (MPEG audio layer 2/3),mp3,0.0,340.0,1,-99.0,2,yuvj420p,51,unknown,90000/1,1.0,1:1,s16p,48000,10680563,0.0,1/90000,340.0,周杰伦,周杰伦,"作词：周杰伦

作曲：周杰伦

小朋友你是否有很多问号

为什么 别人在那看漫画 我却在学画画 对着钢琴说话

别人在玩游戏 我却靠在墙壁背我的ABC

我说我要一台大大的飞机 但却得到一台旧旧录音机

为什么要听妈妈的话 长大后你就会开始懂了这段话

长大后我开始明白

为什么我跑得比别人快 飞得比别人高

将来大家看的都是我画的漫画 大家唱的都是我写的歌

妈妈的辛苦不让你看见 温暖的食谱在她心里面

有空就多多握握她的手 把手牵着一起梦游

听妈妈的话 别让她受伤 想快快长大 才能保护她

美丽的白发 幸福中发芽 天使的魔法 温暖中慈祥

在你的未来 音乐是你的王牌 拿王牌谈个恋爱

唉!我不想把你教坏 还是听妈妈的话吧 晚点再恋爱吧

我知道你未来的路 但妈比我更清楚

你会开始学其他同学在书包写东写西

但我建议最好写妈妈我会用功读书

用功读书 怎么会从我嘴巴说出

不想你输 所以要叫你用功读书

妈妈织给你的毛衣 你要好好的收著

因为母亲节到时 我要告诉她我还留着

对了 我会遇到周润发

所以你可以跟同学炫耀赌神未来是你爸爸

我找不到童年写的情书 你写完不要送人

因为过两天你会在操场上捡到

你会开始喜欢上流行歌 因为张学友开始准备唱吻别

听妈妈的话 别让她受伤 想快快长大 才能保护她

美丽的白发 幸福中发芽 天使的魔法 温暖中慈祥

听妈妈的话 别让她受伤 想快快长大 才能保护她

长大后我开始明白

为什么我跑得比别人快 飞得比别人高

将来大家看的都是我画的漫画 大家唱的都是我写的歌

妈妈的辛苦不让你看见 温暖的食谱在她心里面

有空就多多握握她的手 把手牵着一起梦游

听妈妈的话 别让她受伤 想快快长大 才能保护她

美丽的白发 幸福中发芽 天使的魔法 温暖中慈祥",,2006-09-05,杰威尔音乐,762
千里之外,1,依然范特西,周杰伦,0/0,321720,8.0,stereo,2,center,Motion JPEG,mjpeg,0x0000,[0][0][0][0],0/1,video,340.0,340.0,unknown,pc,bt470bg,unknown,1:1,256.4432,23079888,unknown,Jay Chou\依然范特西\1003.千里之外.mp3,MP2/3 (MPEG audio layer 2/3),mp3,0.0,340.0,1,-99.0,2,yuvj420p,51,unknown,90000/1,1.0,1:1,s16p,48000,10312881,0.0,1/90000,340.0,方文山,周杰伦,"作词：方文山

作曲：周杰伦

周：屋簷如悬崖 风铃如沧海 我等燕归来

时间被安排 演一场意外 妳悄然走开

故事在城外 浓雾散不开 看不清对白

妳听不出来 风声不存在 是我在感慨

梦醒来 是谁在窗台 把结局打开

那薄如蝉翼的未来 经不起谁来拆

费：我送妳离开 千里之外 妳无声黑白

沉默年代 或许不该 太遥远的相爱

我送妳离开 天涯之外 妳是否还在

琴声何来 生死难猜 用一生 去等待

周(Rap)：闻泪声入林 寻梨花白 只得一行 青苔

天在山之外 雨落花台 我两鬓斑白

闻泪声入林 寻梨花白 只得一行 青苔

天在山之外 雨落花台 我等妳来

费：一身琉璃白 透明著尘埃 妳无瑕的爱

妳从雨中来 诗化了悲哀 我淋湿现在

周：芙蓉水面采 船行影犹在 妳却不回来

被岁月覆蓋 妳说的花开 过去成空白

费：梦醒来 是谁在窗台 把结局打开

周：那薄如蝉翼的未来 经不起谁来拆

费：我送妳离开 千里之外 妳无声黑白

沉默年代 或许不该 太遥远的相爱

周：我送妳离开 天涯之外 妳是否还在

琴声何来 生死难猜 用一生

费：我送妳离开 千里之外 妳无声黑白

沉默年代 或许不该 太遥远的相爱

周：我送妳离开 天涯之外 妳是否还在

周：琴声何来 用一生 去等待(一起唱)

费：生死难猜 用一生 去等待(一起唱)",,2006-09-05,杰威尔音乐,574
本草纲目,1,依然范特西,周杰伦,0/0,322101,8.0,stereo,2,center,Motion JPEG,mjpeg,0x0000,[0][0][0][0],0/1,video,340.0,340.0,unknown,pc,bt470bg,unknown,1:1,210.0032,18900288,unknown,Jay Chou\依然范特西\1004.本草纲目.mp3,MP2/3 (MPEG audio layer 2/3),mp3,0.0,340.0,1,-99.0,2,yuvj420p,51,unknown,90000/1,1.0,1:1,s16p,48000,8455281,0.0,1/90000,340.0,方文山,周杰伦,"作词：方文山

作曲：周杰伦

如果华陀再世 崇洋都被医治

外邦来学汉字 激发我民族意识

马钱子 决明子 苍耳子 还有莲子

黄药子 苦豆子 川楝子 我要面子

用我的方式 改写一部历史

没什么别的事 跟着我 唸几个字

山药 当归 枸杞 GO 山药 当归 枸杞 GO

看我抓一把中药 服下一帖骄傲

我表情悠哉 跳个大概 动作轻松自在

你学不来 霓虹的招牌 调整好状态

在华丽的城市 等待醒来

我表情悠哉 跳个大概 用书法书朝代

内力传开 豪气挥正楷 给一拳对白

结局平躺下来 看谁厉害

练成什么丹 揉成什么丸

鹿茸切片不能太薄 老师傅的手法不能这样乱抄

龟苓膏 云南白药 还有冬虫夏草

自己的音乐 自己的药 份量刚刚好

听我说中药苦 抄袭应该更苦

快翻开本草纲目 多看一些善本书

蟾苏 地龙 已翻过江湖

这些老祖宗的辛苦 我们一定不能输

就是这个光 就是这个光 一起唱

(就是这个光 就是这个光 嘿)

让我来调个偏方 专治你媚外的内伤

已扎根千年的汉方 有别人不知道的力量

我表情悠哉 跳个大概 动作轻松自在

你学不来 霓虹的招牌 调整好状态

在华丽的城市 等待醒来

我表情悠哉 跳个大概 用书法书朝代

内力传开 豪气挥正楷 给一拳对白

结局平躺下来 看谁厉害

蹲 小僵尸蹲 小僵尸蹲 又蹲 小僵尸蹲 暗巷点灯

又蹲 小僵尸蹲 钻萝卜坑 又蹲 小僵尸蹲 唸咒语哼

蹲 小僵尸蹲 小僵尸蹲 又蹲 小僵尸蹲 暗巷点灯

又蹲 小僵尸蹲 钻萝卜坑 又蹲 小僵尸蹲 唸咒语哼",,2006-09-05,杰威尔音乐,665
退后,1,依然范特西,周杰伦,0/0,321686,8.0,stereo,2,center,Motion JPEG,mjpeg,0x0000,[0][0][0][0],0/1,video,340.0,340.0,unknown,pc,bt470bg,unknown,1:1,261.5312,23537808,unknown,Jay Chou\依然范特西\1005.退后.mp3,MP2/3 (MPEG audio layer 2/3),mp3,0.0,340.0,1,-99.0,2,yuvj420p,51,unknown,90000/1,1.0,1:1,s16p,48000,10516397,0.0,1/90000,340.0,宋健彰,周杰伦,"作词：宋健彰

作曲：周杰伦

天空灰得像哭过

离开你以后 并没有 更自由

酸酸的空气 嗅出我们的距离

一幕锥心的结局 像呼吸般无法停息

抽屉泛黄的日记 榨干了回忆

那笑容 是夏季 妳我的过去被顺时针的忘记

缺氧过后的爱情 粗心的眼泪是多余

我知道妳我都没有错 只是忘了怎么退后

信誓旦旦给了承诺 却被时间扑了空

我知道我们都没有错 只是放手会比较好过

最美的爱情 回忆里待续

天空灰得像哭过

离开你以后 并没有 更自由

酸酸的空气 嗅出我们的距离

一幕锥心的结局 像呼吸般无法停息

抽屉泛黄的日记 榨干了回忆

那笑容 是夏季 妳我的过去被顺时针的忘记

缺氧过后的爱情 粗心的眼泪是多余

我知道妳我都没有错 只是忘了怎么退后

信誓旦旦给了承诺 却被时间扑了空

我知道我们都没有错 只是放手会比较好过

最美的爱情 回忆里待续

我知道妳我都没有错 只是忘了怎么退后

信誓旦旦给了承诺 却被时间扑了空

我知道我们都没有错 只是放手会比较好过

最美的爱情 回忆里待续",,2006-09-05,杰威尔音乐,454
红模仿,1,依然范特西,周杰伦,0/0,322382,8.0,stereo,2,center,Motion JPEG,mjpeg,0x0000,[0][0][0][0],0/1,video,340.0,340.0,unknown,pc,bt470bg,unknown,1:1,185.4272,16688448,unknown,Jay Chou\依然范特西\1006.紅模仿.mp3,MP2/3 (MPEG audio layer 2/3),mp3,0.0,340.0,1,-99.0,2,yuvj420p,51,unknown,90000/1,1.0,1:1,s16p,48000,7472317,0.0,1/90000,340.0,周杰伦,周杰伦,"作词：周杰伦

作曲：周杰伦

哎呦 吉他谁教你的啊?

哎呦 我生下来就会啦!你不知道?

哎呦 屁啦!

中国风的歌曲 有增无减

是好是坏 问方文山最清楚

从娘子唱到双截棍 东风破到发如雪

一路走来始终如一 多样的曲风 独爱中国风

我坚持风格 我活在我的世界 谁都插不上嘴

唱反调 是我的本性 出奇不意是我的个性

就算我站在山顶 也只不过是个平民老百姓

但我的肩膀 会有两块空地

那就是勇气与毅力 我要做音乐上的皇帝

哼哼哈兮 哼哼哈兮 哼哼哈兮 哼哼哈兮

下坡的路 不费功夫 别人已经帮你铺路

但我选择上坡 因为我取名叫自负

谦虚和那虚伪 就只差一个字

有时有点分不清 因为我喜欢真实的自己

我不能够后退 因为不是绿叶

如果只是点缀 愿当皎洁明月

小草等待风吹 不用靠你的背

假如天会很黑 我会请嫦娥奔月

为什么写这首歌 我现在还找不到动机

不过用心听下去 你会觉得更有意义

如果你对未来产生恐惧 眼前雾濛濛一片

那是因为你没把眼镜给擦干净

勇敢走下去 这首歌会陪你前进

我常常在想宇宙只有一颗太阳

为什么我的影子这么多 这么像

战胜幻象 和我一样 喜欢模仿的朋友们 崇拜是件好事

欣赏是种美德 但走在我后面 我很担心

别人会看不见你 到最后只是一个接一个的分身

这样的鼓励 是否太直接 太讽刺

老师在讲 到底有没有在听啊

我告诉你 做自己胜于跟太紧

最大的敌人就是那内心的自己

我不能够后退 因为不是绿叶

如果只是点缀 愿当皎洁明月

小草等待风吹 不用靠你的背

假如天会很黑 我会请嫦娥奔月

哎呦哎呦喔 哎呦哎呦喔喔 哎呦 不错

哎呦哎呦喔 哎呦哎呦喔喔 哎呦 好久不见

哎呦哎呦喔 哎呦哎呦喔喔 哎呦 的意思是

哎呦哎呦喔 哎呦哎呦喔喔 就是你没话讲的时候可以 哎呦

哎呦哎呦喔 哎呦哎呦喔喔 哎呦哎呦喔 哎呦哎呦喔喔

哎呦哎呦喔 哎呦哎呦喔喔 哎呦哎呦喔 哎呦哎呦喔嘿

哎呦哎呦喔 哎呦哎呦喔喔 哎呦哎呦喔 哎呦哎呦喔喔

哎呦哎呦喔 哎呦哎呦喔喔 哎呦哎呦喔 哎呦哎呦喔嘿",,2006-09-05,杰威尔音乐,885
心雨,1,依然范特西,周杰伦,0/0,321635,8.0,stereo,2,center,Motion JPEG,mjpeg,0x0000,[0][0][0][0],0/1,video,340.0,340.0,unknown,pc,bt470bg,unknown,1:1,269.8352,24285168,unknown,Jay Chou\依然范特西\1007.心雨.mp3,MP2/3 (MPEG audio layer 2/3),mp3,0.0,340.0,1,-99.0,2,yuvj420p,51,unknown,90000/1,1.0,1:1,s16p,48000,10848557,0.0,1/90000,340.0,方文山,周杰伦,"作词：方文山

作曲：周杰伦

橡树的绿叶啊 白色的竹篱笆

好想告诉我的她 这里像幅画

去年的圣诞卡 镜子里的胡渣

画面开始没有她 我还在装傻

说好为我泡花茶 学习摆刀叉

学生宿舍空荡荡的家 守着电话 却等不到她

＃心里的雨倾盆而下 也沾不湿她的发

泪晕开明信片上的牵挂 那伤心原来没有时差

心里的雨倾盆的下 却始终淋不到她

寒风经过院子里的枝桠 也冷却了我手中的鲜花

Repeat ＊,＃",,2006-09-05,杰威尔音乐,205
白色风车,1,依然范特西,周杰伦,0/0,321618,8.0,stereo,2,center,Motion JPEG,mjpeg,0x0000,[0][0][0][0],0/1,video,340.0,340.0,unknown,pc,bt470bg,unknown,1:1,272.6432,24537888,unknown,Jay Chou\依然范特西\1008.白色风车.mp3,MP2/3 (MPEG audio layer 2/3),mp3,0.0,340.0,1,-99.0,2,yuvj420p,51,unknown,90000/1,1.0,1:1,s16p,48000,10960881,0.0,1/90000,340.0,周杰伦,周杰伦,"作词：周杰伦

作曲：周杰伦

白色的风车 安静的转着

真实的感觉 梦境般遥远

甜甜的海水 复杂的眼泪

看妳傻笑着 握住我的手

梦希望没有尽头 我们走到这就好

因为我不想太快走完这幸福

很可惜没有祝福 当爱妳并不孤独

不会再让妳哭

我陪妳走到最后 能不能不要回头

妳紧紧的抱住我 说妳不需要承诺

妳说我若一个人 会比较自由

我不懂妳说什么 反正不会松手

我揹妳走到最后 能不能别想太多

会不会手牵着手 晚一点才到尽头

妳说不该再相见只为了瞬间

谢谢妳让我听见 因为我在等待永远",,2006-09-05,杰威尔音乐,253
迷迭香,1,依然范特西,周杰伦,0/0,321754,8.0,stereo,2,center,Motion JPEG,mjpeg,0x0000,[0][0][0][0],0/1,video,340.0,340.0,unknown,pc,bt470bg,unknown,1:1,251.5232,22637088,unknown,Jay Chou\依然范特西\1009.迷迭香.mp3,MP2/3 (MPEG audio layer 2/3),mp3,0.0,340.0,1,-99.0,2,yuvj420p,51,unknown,90000/1,1.0,1:1,s16p,48000,10116079,0.0,1/90000,340.0,方文山,周杰伦,"作词：方文山

作曲：周杰伦

妳的嘴角 微微上翘 性感得无可救药

想像不到 如此心跳 妳的一切都想要

软性的饮料 上升的气泡

我将对你的喜好 一瓶装 全喝掉

这里最不缺就是热闹

妳煽情 给拥抱

烛火在燃烧 有某种情调

眼神失焦了几秒 关于妳的舞蹈

妳慵懒的扭动着腰 受不了

妳随风飘扬的笑 有迷迭香的味道

语带薄荷味的撒娇 对我发出恋爱的讯号

妳优雅的像一只猫 动作轻盈的围绕

爱的甜味蔓延发酵 暧昧来的刚好

软性的饮料 上升的气泡

我将对你的喜好 一瓶装 全喝掉

这里最不缺就是热闹

妳煽情 给拥抱

烛火在燃烧 有某种情调

眼神失焦了几秒 关于妳的舞蹈

妳慵懒的扭动着腰 受不了

妳随风飘扬的笑 有迷迭香的味道

语带薄荷味的撒娇 对我发出恋爱的讯号

妳优雅的像一只猫 动作轻盈的围绕

爱的甜味蔓延发酵 暧昧来的刚好

妳的嘴角 微微上翘 性感得无可救药

想像不到 如此心跳 妳的一切都想要

妳的唇膏 鲜艳讨好 一股自信的骄傲

什么预兆 气氛微妙 因为爱妳我知道

预兆 气氛微妙 因为爱 妳我知道",,2006-09-05,杰威尔音乐,476
菊花台,1,依然范特西,周杰伦,0/0,321500,8.0,stereo,2,center,Motion JPEG,mjpeg,0x0000,[0][0][0][0],0/1,video,340.0,340.0,unknown,pc,bt470bg,unknown,1:1,294.0272,26462448,unknown,Jay Chou\依然范特西\1010.菊花台.mp3,MP2/3 (MPEG audio layer 2/3),mp3,0.0,340.0,1,-99.0,2,yuvj420p,51,unknown,90000/1,1.0,1:1,s16p,48000,11816241,0.0,1/90000,340.0,方文山,周杰伦,"满城尽带黄金甲主题曲

作词：方文山

作曲：周杰伦

妳 的泪光 柔弱中带伤 惨白的月弯弯 勾住过往

夜 太漫长 凝结成了霜 是谁在阁楼上 冰冷的绝望

雨 轻轻弹 朱红色的窗 我一生在纸上 被风吹乱

梦 在远方 化成一缕香 随风飘散 妳的模样

菊花残 满地伤 妳的笑容已泛黄

花落人断肠 我心事静静躺

北风乱 夜未央 妳的影子剪不断

徒留我孤单在湖面 成双

花 已向晚 飘落了灿烂 凋谢的世道上 命运不堪

愁 莫渡江 秋心拆两半 怕妳上不了岸 一辈子摇晃

谁 的江山 马蹄声狂乱 我一身的戎装 呼啸沧桑

天 微微亮 妳轻声的叹 一夜惆怅 如此委婉

＊菊花残 满地伤 妳的笑容已泛黄

花落人断肠 我心事静静躺

北风乱 夜未央 妳的影子剪不断

徒留我孤单在湖面 成双

Repeat ＊",,2006-09-05,杰威尔音乐,357
半兽人,1,八度空间,周杰伦,0/0,321379,8.0,stereo,2,center,Motion JPEG,mjpeg,0x0000,[0][0][0][0],0/1,video,247.0,328.0,unknown,pc,bt470bg,unknown,328:247,245.554225,22099880,unknown,Jay Chou\八度空间\0401.半兽人.mp3,MP2/3 (MPEG audio layer 2/3),mp3,0.0,247.0,1,-99.0,2,yuvj420p,51,unknown,90000/1,1.0,1:1,s16p,44100,9864514,0.0,1/90000,328.0,方文山,周杰伦,"电玩“魔兽争霸3”主题曲

作词：方文山

作曲：周杰伦

编曲：迈可林

再也没有纯白的灵魂 自人类堕落为半兽人

我开始使用第一人称 纪录眼前所有的发生

嗜血森林醒来的早晨 任何侵略都成为可能

我用古老的咒语重温 吟唱灵魂序曲寻根

面对魔界的邪吻 不被污染的转身

维持纯白的象征 然后还原为人

让我们 半兽人 的灵魂 翻滚 收起残忍 回忆兽化的过程

让我们 半兽人 的眼神 单纯 而非贪婪著永恒 只对暴力忠诚

让我们 半兽人 的灵魂 翻滚 停止忿恨 永无止尽的战争

让我们 半兽人 的眼神 单纯 对远古存在的神 用谦卑的身份

泪沸腾 风异常的冰冷 马蹄声 让人睡不安稳

我在等 灵魂序曲完成 带领族人写下祈祷文

那城镇 无谓的在牺牲 战火焚 祭坛开始下沉

我在等 觉悟后的族人 往南方大地重新开垦",迈可林,2002-07-18,阿尔发/Bmg,362
半岛铁盒,1,八度空间,周杰伦,0/0,321067,8.0,stereo,2,center,Motion JPEG,mjpeg,0x0000,[0][0][0][0],0/1,video,247.0,328.0,unknown,pc,bt470bg,unknown,328:247,317.4432,28569888,unknown,Jay Chou\八度空间\0402.半岛铁盒.mp3,MP2/3 (MPEG audio layer 2/3),mp3,0.0,247.0,1,-99.0,2,yuvj420p,51,unknown,90000/1,1.0,1:1,s16p,44100,12740075,0.0,1/90000,328.0,周杰伦,周杰伦,"作词：周杰伦

作曲：周杰伦

编曲：迈可林

男：ㄜ~~小姐 请问一下有没有卖半岛铁盒

女：有啊~~你从前面右转的第二排架子上就有了

男：喔好~~谢谢 女：不会

走廊灯关上 书包放 走到房间窗外望

回想刚买的书 一本名叫半岛铁盒

放在床边堆好多 第一页第六页第七页序

我永远都想不到陪我看这书的你会要走

不再是 不再有 现在已经看不到

铁盒的钥匙孔 透了光 看见它锈了好久

好旧好旧 外围的灰尘包围了我

好暗好暗 铁盒的钥匙我找不到

放在糖果旁的是我 很想回忆的甜 然而过滤了你和我 沦落而成美

沉在盒子里的是你 给我的快乐 我很想记得可是我记不得

为什么这样子 你拉着我 说你有些犹豫

怎么这样子 雨还没停你就撑伞要走

已经习惯不去阻止你 过好一阵子你就会回来

印象中的爱情好像顶不住那时间

为什么这样子 你看着我 说你已经决定

我拉不住你 他的手应该比我更暖

铁盒的序变成了日记 变成了空气演化成回忆

印象中的爱情好像顶不住那时间 所以你弃权",迈可林,2002-07-18,阿尔发/Bmg,444
暗号,1,八度空间,周杰伦,0/0,321252,8.0,stereo,2,center,Motion JPEG,mjpeg,0x0000,[0][0][0][0],0/1,video,247.0,328.0,unknown,pc,bt470bg,unknown,328:247,269.821978,24283978,unknown,Jay Chou\八度空间\0403.暗号.mp3,MP2/3 (MPEG audio layer 2/3),mp3,0.0,247.0,1,-99.0,2,yuvj420p,51,unknown,90000/1,1.0,1:1,s16p,44100,10835122,0.0,1/90000,328.0,许世昌,周杰伦,"作词：许世昌

作曲：周杰伦

编曲：迈可林

我想要的 想做的 你比谁都了

你想说的 想给的 我全都知道

未接来电 没留言 一定是你孤单的想念

任何人都 猜不到 这是我们的暗号

他们猜 随便猜 不重要

连上彼此的讯号 才有个依靠

有太多人太多事 夹在我们之间咆哮

噪声太多讯号弱 就连风吹都要干扰

可是你不想一直走在黑暗地下道

想吹风 想自由 想要一起手牵手

去看海 绕世界流浪

我害怕你心碎没人帮你擦眼泪

别管那是非 只要我们感觉对

我害怕你心碎没人帮你擦眼泪

别离开身边 拥有你我的世界才能完美

#你说你想逃开松手 爱太累爱得不自由

因为我给不起最简单的承诺

你停止收讯号 我开始搜寻不到

到底有谁知道 是几点钟方向 你才会收到暗号",迈可林,2002-07-18,阿尔发/Bmg,337
龙拳,1,八度空间,周杰伦,0/0,321242,8.0,stereo,2,center,Motion JPEG,mjpeg,0x0000,[0][0][0][0],0/1,video,247.0,328.0,unknown,pc,bt470bg,unknown,328:247,272.617078,24535537,unknown,Jay Chou\八度空间\0404.龙拳.mp3,MP2/3 (MPEG audio layer 2/3),mp3,0.0,247.0,1,-99.0,2,yuvj420p,51,unknown,90000/1,1.0,1:1,s16p,44100,10947026,0.0,1/90000,328.0,方文山,周杰伦,"“百事可乐”2002周杰伦版广告主题曲

作词：方文山

作曲：周杰伦

编曲：洪敬尧

以敦煌为圆心的东北东

这民族 的海岸线像一支弓

那长城 像五千年来待射的梦

我用手臂拉开这整个土地的重

蒙古高原南下的风写些什么内容

汉字到底懂不懂 一样肤色和面孔

跨越黄河 东 登上泰山顶 峰

我向西 引北风 晒成一身古铜

渴望着血脉相通 无限个千万弟兄

我把天地拆封将长江水掏空

人在古老河床蜕变中

我 右拳打开了天 化身为龙

把 山河重新移动 填平裂缝

将 东方 的日出调整了时空

回到洪荒 去支配 去操纵

我 右拳打开了天 化身为龙

那 大地心脏汹涌 不安跳动

全 世界 的表情只剩下一种

等待英雄 (慢著)我就是那条龙",洪敬尧,2002-07-18,阿尔发/Bmg,327
火车叨位去,1,八度空间,周杰伦,0/0,321236,8.0,stereo,2,center,Motion JPEG,mjpeg,0x0000,[0][0][0][0],0/1,video,247.0,328.0,unknown,pc,bt470bg,unknown,328:247,274.0538,24664842,unknown,Jay Chou\八度空间\0405.火车叨位去.mp3,MP2/3 (MPEG audio layer 2/3),mp3,0.0,247.0,1,-99.0,2,yuvj420p,51,unknown,90000/1,1.0,1:1,s16p,44100,11004501,0.0,1/90000,328.0,方文山,周杰伦,"作词：方文山

作曲：周杰伦

编曲：洪敬尧

听我讲 庄脚ㄟ路边 蝉躲在树枝

七月天 闹热ㄟ唱戏 ㄒㄧ ㄌㄚ ㄙㄡ ㄈㄚ ㄇㄧ

听我讲 风景这呢水 火车叨位去

拿纸笔 写歌思念你 ㄒㄧ ㄌㄚ ㄙㄡ ㄈㄚ ㄇㄧ

车过山洞变成 暗瞑 但是连咪都ㄟ过去

按怎你走那个 当时 没留半张批纸加字

过去 像溪边ㄟ田蠳 拢是逗阵飞ㄟ日子

这时 我想离水ㄟ鱼

放抹记 剩最后一口气  放抹记

过去 你迷人ㄟ气质 拢是笑容酸甘呀甜

返去 故事到这为止

你那ㄟ全然拢没消息 我亲像一只蜂找没蜜

将过去一张一张ㄟ撕

这日历马撕到何时才有你ㄟ字

你那全然拢没消息

像往南ㄟ燕子断翅 不曾搁返来巢看厝边

为啥咪铁支路直直 火车叨位去",洪敬尧,2002-07-18,阿尔发/Bmg,320
分裂,1,八度空间,周杰伦,0/0,321340,8.0,stereo,2,center,Motion JPEG,mjpeg,0x0000,[0][0][0][0],0/1,video,247.0,328.0,unknown,pc,bt470bg,unknown,328:247,252.685656,22741709,unknown,Jay Chou\八度空间\0406.分裂 离开.mp3,MP2/3 (MPEG audio layer 2/3),mp3,0.0,247.0,1,-99.0,2,yuvj420p,51,unknown,90000/1,1.0,1:1,s16p,44100,10149769,0.0,1/90000,328.0,周杰伦,周杰伦,"作词：周杰伦

作曲：周杰伦

编曲：钟兴民

坐着我的摩托车 载你缓缓的离开

考不上的好学校 可以不微笑就走

把手慢慢交给我 放下心中的困惑

雨点从两旁划过 割开两种精神的我

经过老伯的家 篮框变得好高

爬过的那棵树 又何时变得渺小

这样也好 开始没人注意到(你)我

等雨变强之前 我们将会分化软弱

趁时间没发觉 让我带着你离开

没有了証明 没有了空虚

基于两种立场我会罩着你

趁时间没发觉 让我带着你离开

这不是顽固 这不是逃避

没人绑着你走才快乐",钟兴民,2002-07-18,阿尔发/Bmg,239
